Date,Site,Department,RiskScore,IncidentFlag,Temperature,Humidity,EquipmentAge
14-06-2024 17:00,Site C,Logistics,28,0,19.7,52.3,9
14-06-2024 19:00,Site D,Manufacturing,24,0,20.5,36.3,7
14-06-2024 19:00,Site A,Safety,44,0,26.6,60.1,8
14-06-2024 20:00,Site B,Logistics,21,0,36.5,36.6,5
14-06-2024 21:00,Site B,Logistics,85,0,33,71,1
14-06-2024 23:00,Site B,Manufacturing,18,0,33.1,46.6,1
14-06-2024 23:00,Site D,Logistics,8,0,21.6,38.2,8
15-06-2024 04:00,Site B,Safety,60,0,27.8,55.3,6
15-06-2024 04:00,Site C,Manufacturing,66,0,21,62.5,8
15-06-2024 07:00,Site A,Manufacturing,89,0,34.7,84.7,6
15-06-2024 10:00,Site D,Logistics,41,1,17.8,47.4,3
15-06-2024 11:00,Site B,Logistics,27,1,25,68.3,9
15-06-2024 14:00,Site C,Manufacturing,0,0,16.8,78.7,8
15-06-2024 15:00,Site A,Logistics,68,0,27.2,42.6,3
15-06-2024 15:00,Site D,Manufacturing,90,0,23.7,71.2,7
15-06-2024 16:00,Site D,Safety,24,0,20.7,57.5,9
15-06-2024 17:00,Site B,Safety,6,0,27,44.9,3
15-06-2024 18:00,Site D,Logistics,76,0,36.6,86.7,4
15-06-2024 19:00,Site D,Logistics,21,0,30.2,55.8,3
15-06-2024 20:00,Site B,Manufacturing,41,0,35.6,84.6,9
15-06-2024 22:00,Site B,Logistics,34,0,29.7,36.6,2
15-06-2024 23:00,Site A,Logistics,4,0,25.1,74.7,10
16-06-2024 00:00,Site A,Manufacturing,27,0,31.4,46.1,4
16-06-2024 04:00,Site A,Manufacturing,70,0,35.1,51.6,1
16-06-2024 08:00,Site D,Manufacturing,71,0,35.2,87.1,1
16-06-2024 10:00,Site A,Logistics,91,1,37.8,75.7,3
16-06-2024 10:00,Site B,Logistics,34,0,18,82.8,6
16-06-2024 10:00,Site B,Safety,43,0,25.8,50.4,10
16-06-2024 11:00,Site D,Safety,66,0,22.1,66.9,8
16-06-2024 12:00,Site D,Safety,63,0,33.3,60.1,5
16-06-2024 15:00,Site C,Manufacturing,72,0,25.6,75.5,2
16-06-2024 16:00,Site D,Logistics,66,0,19.6,69,10
16-06-2024 16:00,Site A,Logistics,49,0,18.3,48.5,2
17-06-2024 01:00,Site A,Safety,0,0,38.1,53.3,2
17-06-2024 02:00,Site B,Manufacturing,41,1,36.7,52.8,3
17-06-2024 03:00,Site C,Logistics,84,0,19.6,45.3,3
17-06-2024 03:00,Site D,Logistics,21,0,24.9,50.8,7
17-06-2024 05:00,Site D,Manufacturing,100,0,32.2,73.1,1
17-06-2024 06:00,Site D,Manufacturing,94,0,22.8,51.3,3
17-06-2024 06:00,Site D,Safety,71,0,38,35.8,2
17-06-2024 10:00,Site C,Manufacturing,71,0,25.7,87.4,4
17-06-2024 11:00,Site B,Safety,79,0,38.9,59.2,10
17-06-2024 12:00,Site A,Logistics,100,0,23.2,69.1,2
17-06-2024 14:00,Site C,Logistics,1,0,29.4,55.9,7
17-06-2024 16:00,Site C,Manufacturing,51,1,24.6,89.3,6
17-06-2024 20:00,Site C,Logistics,54,0,28.2,60.3,5
17-06-2024 23:00,Site A,Safety,83,1,20.8,69.1,3
17-06-2024 23:00,Site D,Safety,4,1,21.6,47.9,4
18-06-2024 00:00,Site C,Logistics,56,1,33,83.5,10
18-06-2024 02:00,Site C,Manufacturing,60,0,29.3,76.7,1
18-06-2024 05:00,Site C,Safety,48,0,32.9,42.5,4
18-06-2024 06:00,Site D,Logistics,91,0,24.6,53.5,5
18-06-2024 12:00,Site B,Manufacturing,51,0,17.7,79.1,4
18-06-2024 13:00,Site D,Logistics,64,1,28.3,82.3,7
18-06-2024 15:00,Site C,Manufacturing,70,1,31.8,46.7,7
18-06-2024 16:00,Site A,Manufacturing,98,0,25.8,69.7,2
18-06-2024 17:00,Site D,Manufacturing,99,0,29.4,37.5,5
18-06-2024 17:00,Site A,Manufacturing,69,0,29.9,80.2,9
18-06-2024 17:00,Site C,Logistics,27,0,27.9,55.8,2
18-06-2024 18:00,Site B,Safety,68,0,26.2,68.7,9
18-06-2024 19:00,Site C,Manufacturing,46,0,30.6,78.2,10
18-06-2024 22:00,Site C,Logistics,98,0,18,77.5,8
18-06-2024 23:00,Site C,Logistics,26,0,33.4,79.5,9
19-06-2024 00:00,Site B,Safety,55,0,26,86.5,5
19-06-2024 07:00,Site C,Manufacturing,91,0,39.9,84.3,1
19-06-2024 08:00,Site B,Manufacturing,40,0,26.7,63.4,6
19-06-2024 09:00,Site A,Logistics,12,0,38.1,72.8,7
19-06-2024 10:00,Site A,Manufacturing,25,0,29.3,40.1,6
19-06-2024 11:00,Site B,Safety,50,0,17.4,72.6,1
19-06-2024 13:00,Site C,Safety,97,0,29.6,66.1,9
19-06-2024 14:00,Site D,Manufacturing,27,0,24.6,50.3,9
19-06-2024 15:00,Site D,Logistics,78,0,33.3,54,5
19-06-2024 15:00,Site D,Safety,39,0,32.9,89.8,9
19-06-2024 16:00,Site D,Manufacturing,18,0,26.9,45.7,4
19-06-2024 17:00,Site A,Logistics,38,0,38.7,49.3,10
19-06-2024 17:00,Site A,Logistics,89,0,16.4,58,1
19-06-2024 18:00,Site C,Safety,55,0,23.4,51.5,7
19-06-2024 23:00,Site D,Logistics,4,0,16.1,75.9,1
20-06-2024 05:00,Site C,Logistics,87,0,38.6,70.9,7
20-06-2024 06:00,Site C,Logistics,55,0,19,81,8
20-06-2024 08:00,Site C,Safety,20,1,22.5,60.9,3
20-06-2024 10:00,Site B,Logistics,13,0,37.5,51.3,10
20-06-2024 11:00,Site B,Safety,84,0,18.4,82.8,9
20-06-2024 11:00,Site D,Logistics,66,0,25.4,61.6,6
20-06-2024 13:00,Site D,Safety,25,0,23.4,79.1,9
20-06-2024 14:00,Site A,Logistics,57,0,19.2,35.7,5
20-06-2024 16:00,Site C,Logistics,62,0,36,63,4
20-06-2024 17:00,Site D,Manufacturing,61,1,25.9,58.2,9
20-06-2024 17:00,Site D,Logistics,49,0,27.2,82.4,2
20-06-2024 19:00,Site B,Manufacturing,42,0,25,62.8,2
20-06-2024 20:00,Site D,Safety,72,0,22.4,60.4,3
20-06-2024 23:00,Site B,Safety,50,0,30.9,36,1
21-06-2024 03:00,Site C,Manufacturing,26,0,39.9,52.2,10
21-06-2024 07:00,Site B,Manufacturing,19,0,32.2,61,8
21-06-2024 07:00,Site B,Manufacturing,48,0,29.3,63.2,9
21-06-2024 09:00,Site C,Manufacturing,98,0,20,62.3,4
21-06-2024 10:00,Site A,Safety,53,0,32.2,88,8
21-06-2024 10:00,Site C,Logistics,33,0,20.5,59.6,3
21-06-2024 11:00,Site A,Manufacturing,27,0,19,62.7,1
21-06-2024 15:00,Site A,Safety,20,0,20.1,34.8,6
21-06-2024 18:00,Site C,Logistics,59,0,35.6,69.6,4
21-06-2024 20:00,Site A,Logistics,41,0,16.4,67.6,4
21-06-2024 21:00,Site D,Safety,70,0,39.3,64.2,2
21-06-2024 22:00,Site B,Manufacturing,91,0,39.2,34.8,1
21-06-2024 23:00,Site D,Logistics,5,0,35.3,42,1
22-06-2024 00:00,Site C,Safety,40,0,25.3,53.4,4
22-06-2024 03:00,Site A,Safety,69,0,24.8,55.8,8
22-06-2024 03:00,Site D,Safety,17,0,37.5,71.9,10
22-06-2024 04:00,Site B,Safety,44,0,28.8,49.4,4
22-06-2024 04:00,Site D,Manufacturing,27,0,36.6,34.8,4
22-06-2024 04:00,Site A,Manufacturing,31,0,18.3,88.7,6
22-06-2024 07:00,Site C,Safety,5,0,29,70.3,8
22-06-2024 07:00,Site B,Logistics,45,0,19.6,42.6,7
22-06-2024 11:00,Site D,Manufacturing,47,0,22.4,73.3,5
22-06-2024 12:00,Site C,Manufacturing,6,0,20.7,32,2
22-06-2024 14:00,Site A,Safety,89,0,23,75.2,8
22-06-2024 17:00,Site D,Safety,11,0,22.9,47.5,2
22-06-2024 17:00,Site D,Manufacturing,3,0,27,35.2,2
22-06-2024 18:00,Site C,Safety,34,0,23.8,75.2,2
22-06-2024 20:00,Site A,Safety,42,0,34.1,57.8,10
22-06-2024 20:00,Site A,Manufacturing,25,0,21.6,57.3,5
22-06-2024 21:00,Site C,Safety,78,0,39.7,78,9
22-06-2024 21:00,Site B,Manufacturing,91,0,21.3,66.9,10
22-06-2024 22:00,Site D,Safety,74,0,15.1,48.3,10
23-06-2024 00:00,Site D,Safety,0,0,19,56.9,6
23-06-2024 01:00,Site C,Manufacturing,34,0,21.3,31,8
23-06-2024 03:00,Site A,Safety,35,0,15.8,77.3,1
23-06-2024 06:00,Site D,Manufacturing,61,0,36.6,85.5,4
23-06-2024 11:00,Site B,Safety,0,0,38.6,81.4,8
23-06-2024 12:00,Site A,Manufacturing,52,0,15.3,72.5,5
23-06-2024 12:00,Site A,Manufacturing,87,0,32.1,31.9,1
23-06-2024 13:00,Site D,Safety,86,0,23.9,63.2,10
23-06-2024 18:00,Site C,Manufacturing,75,0,18.1,73.5,6
23-06-2024 18:00,Site C,Logistics,62,0,39.8,71,2
23-06-2024 20:00,Site D,Logistics,48,0,31.6,81.7,1
23-06-2024 20:00,Site C,Safety,45,0,28.8,53.8,10
23-06-2024 21:00,Site B,Logistics,75,0,36.3,77.7,9
24-06-2024 01:00,Site D,Logistics,74,1,29.4,44.9,3
24-06-2024 02:00,Site A,Manufacturing,74,0,36.3,87.3,8
24-06-2024 03:00,Site C,Manufacturing,92,0,22,87,4
24-06-2024 07:00,Site D,Manufacturing,45,0,31.1,64.7,7
24-06-2024 07:00,Site A,Manufacturing,29,0,37.3,75.7,7
24-06-2024 08:00,Site D,Manufacturing,65,0,36.7,70.6,2
24-06-2024 10:00,Site B,Manufacturing,84,0,34.7,75.4,1
24-06-2024 11:00,Site D,Logistics,27,0,19.8,51,2
24-06-2024 14:00,Site A,Manufacturing,92,1,39.2,42.2,3
24-06-2024 14:00,Site D,Manufacturing,79,0,23.7,62,3
24-06-2024 14:00,Site A,Manufacturing,10,0,39.5,66.1,4
24-06-2024 14:00,Site B,Manufacturing,98,0,23.1,56.9,1
24-06-2024 18:00,Site C,Manufacturing,65,0,20.8,45.6,4
24-06-2024 18:00,Site C,Manufacturing,53,0,31.6,50.3,8
24-06-2024 21:00,Site D,Safety,19,0,32.2,40.8,8
24-06-2024 21:00,Site D,Safety,20,0,28.4,89.1,8
24-06-2024 21:00,Site D,Safety,30,0,31.6,63.3,9
25-06-2024 01:00,Site C,Manufacturing,56,0,25.7,64.3,10
25-06-2024 09:00,Site C,Safety,45,0,27.3,40,4
25-06-2024 10:00,Site A,Safety,89,0,26.1,66.9,3
25-06-2024 19:00,Site D,Logistics,30,0,15.2,84.8,9
25-06-2024 20:00,Site B,Manufacturing,98,0,28.3,63.1,4
25-06-2024 22:00,Site A,Safety,62,0,38.1,46.3,9
26-06-2024 01:00,Site A,Manufacturing,29,0,20.6,43.5,9
26-06-2024 02:00,Site C,Safety,67,1,15.9,75.3,2
26-06-2024 08:00,Site C,Manufacturing,15,0,39.2,89.1,4
26-06-2024 10:00,Site C,Manufacturing,17,0,26.4,79,8
26-06-2024 11:00,Site D,Manufacturing,71,0,33.9,72.7,4
26-06-2024 11:00,Site C,Safety,79,0,29.1,77.3,7
26-06-2024 12:00,Site B,Manufacturing,22,0,22.8,74.2,2
26-06-2024 12:00,Site C,Manufacturing,96,0,30.4,37.8,3
26-06-2024 13:00,Site A,Safety,90,0,34.7,60.9,5
26-06-2024 14:00,Site A,Safety,47,0,38.5,61.2,8
26-06-2024 14:00,Site B,Safety,70,0,29.8,83.9,1
26-06-2024 19:00,Site D,Safety,16,0,22.4,57.8,2
26-06-2024 21:00,Site C,Safety,56,0,31.6,45,8
26-06-2024 21:00,Site C,Safety,65,0,24.3,77.2,8
26-06-2024 23:00,Site D,Safety,54,1,38.7,63.5,1
27-06-2024 02:00,Site A,Logistics,87,0,40,67,8
27-06-2024 03:00,Site D,Logistics,79,1,37.4,63.6,2
27-06-2024 04:00,Site C,Logistics,79,0,30.4,48.1,7
27-06-2024 06:00,Site A,Safety,83,0,20.6,80.4,1
27-06-2024 06:00,Site D,Safety,59,0,30.6,76.5,10
27-06-2024 06:00,Site C,Manufacturing,0,0,17.6,68.2,6
27-06-2024 07:00,Site A,Logistics,88,1,28.6,49.4,9
27-06-2024 07:00,Site B,Safety,92,0,16.1,84.8,10
27-06-2024 09:00,Site B,Logistics,10,0,16.2,53.8,9
27-06-2024 09:00,Site A,Logistics,100,0,27.8,54.4,5
27-06-2024 13:00,Site C,Safety,88,0,28.2,51.4,2
27-06-2024 14:00,Site C,Logistics,23,1,30.8,31.4,7
27-06-2024 15:00,Site C,Safety,71,0,22.5,31.7,5
27-06-2024 15:00,Site B,Manufacturing,21,0,20.1,70,5
27-06-2024 18:00,Site D,Logistics,69,0,16.7,87.9,9
27-06-2024 22:00,Site D,Safety,57,0,23.9,88.8,9
27-06-2024 23:00,Site D,Logistics,42,1,29.6,79,10
28-06-2024 00:00,Site C,Logistics,84,0,29.7,64.4,5
28-06-2024 02:00,Site D,Safety,7,0,36.9,67.1,10
28-06-2024 03:00,Site C,Manufacturing,88,0,19.9,40,10
28-06-2024 06:00,Site A,Logistics,97,0,38.8,35,6
28-06-2024 09:00,Site D,Safety,62,0,23.3,68.5,2
28-06-2024 12:00,Site C,Safety,25,0,37.2,69.9,10
28-06-2024 13:00,Site A,Safety,19,0,24.1,72,9
28-06-2024 13:00,Site D,Manufacturing,91,0,20.6,88.4,1
28-06-2024 15:00,Site C,Manufacturing,2,1,39.1,42.2,2
28-06-2024 17:00,Site C,Manufacturing,4,0,17.3,37.5,1
28-06-2024 18:00,Site A,Manufacturing,3,0,16.9,87.3,3
28-06-2024 20:00,Site C,Logistics,19,0,29.9,49.5,10
28-06-2024 23:00,Site B,Manufacturing,8,0,17.8,76.3,5
29-06-2024 00:00,Site C,Safety,57,0,39.3,53.5,3
29-06-2024 00:00,Site C,Safety,98,0,33.6,65.6,10
29-06-2024 01:00,Site A,Safety,76,0,26,76.7,5
29-06-2024 01:00,Site D,Manufacturing,49,0,29.9,56.7,5
29-06-2024 02:00,Site C,Logistics,89,0,35.8,72.5,9
29-06-2024 02:00,Site A,Manufacturing,13,0,17.1,71.5,2
29-06-2024 09:00,Site A,Safety,85,0,27.3,77,1
29-06-2024 17:00,Site B,Safety,80,1,36.2,36.6,4
29-06-2024 17:00,Site D,Logistics,55,0,29.8,69.9,7
29-06-2024 22:00,Site B,Manufacturing,84,0,35.9,51.8,1
29-06-2024 22:00,Site B,Logistics,74,0,39.9,80,2
30-06-2024 04:00,Site A,Logistics,31,0,21.4,59.9,3
30-06-2024 05:00,Site A,Logistics,92,1,23.1,89.8,2
30-06-2024 06:00,Site B,Safety,49,0,31.8,64.7,2
30-06-2024 07:00,Site A,Logistics,17,0,16.7,35.4,2
30-06-2024 08:00,Site D,Logistics,100,0,31.1,81,10
30-06-2024 10:00,Site A,Manufacturing,73,1,35.2,32.8,3
30-06-2024 14:00,Site D,Manufacturing,53,0,16.8,79.6,5
30-06-2024 14:00,Site D,Logistics,98,0,18.5,51.3,2
30-06-2024 14:00,Site C,Safety,67,1,38.5,70.3,2
30-06-2024 15:00,Site A,Safety,52,0,33.5,88.8,5
30-06-2024 16:00,Site A,Manufacturing,9,0,36,44.4,6
30-06-2024 16:00,Site B,Safety,45,0,39.8,51.2,7
30-06-2024 17:00,Site D,Logistics,59,0,30.1,39.1,8
30-06-2024 18:00,Site D,Manufacturing,86,0,28.8,36.5,4
30-06-2024 21:00,Site D,Manufacturing,32,0,24.1,57.7,8
30-06-2024 23:00,Site A,Logistics,58,0,29.9,71.4,3
01-07-2024 00:00,Site A,Logistics,79,0,20.3,79.4,1
01-07-2024 01:00,Site B,Safety,13,0,17.5,61.1,3
01-07-2024 04:00,Site C,Manufacturing,97,0,31,70.6,4
01-07-2024 06:00,Site A,Safety,77,0,28,80.9,10
01-07-2024 07:00,Site C,Manufacturing,30,1,23.7,39.3,2
01-07-2024 08:00,Site B,Safety,22,0,27.1,58.9,7
01-07-2024 08:00,Site C,Manufacturing,76,0,34.4,51.6,2
01-07-2024 08:00,Site C,Logistics,86,0,24.2,85.5,7
01-07-2024 09:00,Site A,Logistics,95,0,25.2,83.9,6
01-07-2024 11:00,Site A,Safety,77,0,15.6,31.3,1
01-07-2024 13:00,Site D,Manufacturing,68,0,30,55.8,2
01-07-2024 23:00,Site B,Manufacturing,8,0,15.8,55.4,10
01-07-2024 23:00,Site A,Logistics,77,0,17.8,65.5,2
02-07-2024 00:00,Site A,Safety,19,0,39.9,40.2,10
02-07-2024 01:00,Site B,Logistics,17,0,19.8,34.3,7
02-07-2024 09:00,Site C,Logistics,8,1,34.1,48.3,3
02-07-2024 11:00,Site A,Manufacturing,69,0,24.7,50.4,9
02-07-2024 15:00,Site B,Manufacturing,92,0,34.5,57.8,5
02-07-2024 19:00,Site D,Manufacturing,18,0,19.5,85,6
02-07-2024 19:00,Site D,Safety,66,0,22.4,64.2,5
02-07-2024 19:00,Site D,Manufacturing,18,0,33.4,33,9
02-07-2024 20:00,Site B,Logistics,8,1,25.8,89.5,7
02-07-2024 23:00,Site D,Manufacturing,58,0,32.7,64.9,7
03-07-2024 00:00,Site C,Safety,88,0,19.8,80.6,10
03-07-2024 02:00,Site D,Manufacturing,1,0,16.5,33.2,8
03-07-2024 02:00,Site B,Logistics,53,0,31,81.6,6
03-07-2024 02:00,Site A,Manufacturing,87,0,18.2,58.8,1
03-07-2024 05:00,Site D,Logistics,89,0,15.8,81.9,5
03-07-2024 07:00,Site B,Logistics,28,0,28.5,66.1,10
03-07-2024 07:00,Site A,Manufacturing,98,0,28.2,57.2,3
03-07-2024 08:00,Site D,Safety,100,0,39.6,30.4,6
03-07-2024 09:00,Site B,Logistics,2,0,31.9,88.9,4
03-07-2024 12:00,Site B,Logistics,89,0,34.9,81.5,8
03-07-2024 12:00,Site D,Safety,4,0,27.8,73.1,3
03-07-2024 13:00,Site B,Safety,8,0,30,34.7,6
03-07-2024 14:00,Site A,Safety,41,0,23.8,76.9,10
03-07-2024 14:00,Site A,Logistics,8,0,17.7,85.6,8
03-07-2024 14:00,Site B,Manufacturing,0,0,38.6,41.3,10
03-07-2024 15:00,Site A,Manufacturing,8,0,20.3,88.3,4
03-07-2024 20:00,Site C,Logistics,54,0,25.9,84.1,6
03-07-2024 23:00,Site B,Manufacturing,81,0,30,77.3,3
04-07-2024 00:00,Site A,Logistics,70,0,33.5,34,8
04-07-2024 01:00,Site C,Logistics,79,0,33.9,81.6,5
04-07-2024 01:00,Site B,Logistics,19,0,39.8,78.1,8
04-07-2024 10:00,Site B,Safety,87,0,34.1,62.2,5
04-07-2024 12:00,Site B,Logistics,79,0,18.4,63.4,1
04-07-2024 14:00,Site D,Logistics,89,0,31.1,88.6,9
04-07-2024 16:00,Site B,Logistics,51,0,35.5,45.7,1
04-07-2024 16:00,Site C,Safety,84,0,36.2,66.7,7
04-07-2024 17:00,Site B,Logistics,87,0,24.4,51.7,6
04-07-2024 21:00,Site B,Manufacturing,52,0,37.2,42.2,10
04-07-2024 22:00,Site B,Logistics,46,0,39.7,72.4,6
04-07-2024 23:00,Site C,Safety,69,0,26.2,63.1,10
05-07-2024 01:00,Site C,Logistics,85,0,38.1,50.5,5
05-07-2024 02:00,Site B,Logistics,56,0,37.4,60.8,6
05-07-2024 03:00,Site C,Manufacturing,20,0,25.4,73,9
05-07-2024 03:00,Site C,Logistics,12,0,33,61.4,4
05-07-2024 06:00,Site D,Safety,82,0,37.8,41.6,9
05-07-2024 06:00,Site A,Manufacturing,42,0,31.5,89.3,1
05-07-2024 09:00,Site B,Logistics,83,0,28.2,35.6,8
05-07-2024 09:00,Site D,Safety,71,0,21.8,88.3,9
05-07-2024 09:00,Site C,Manufacturing,55,0,26.4,67.1,6
05-07-2024 10:00,Site A,Manufacturing,29,0,38.5,63,10
05-07-2024 10:00,Site C,Logistics,67,0,22.2,34,2
05-07-2024 11:00,Site A,Safety,80,0,27.9,86.3,4
05-07-2024 12:00,Site A,Manufacturing,46,1,15,40.5,6
05-07-2024 14:00,Site B,Manufacturing,95,1,17.8,39.4,8
05-07-2024 15:00,Site B,Logistics,95,0,20.1,42,4
05-07-2024 15:00,Site C,Logistics,82,0,35.4,45.3,4
05-07-2024 16:00,Site D,Logistics,89,0,20.1,33.7,5
05-07-2024 17:00,Site D,Safety,11,0,21.7,75.9,4
05-07-2024 18:00,Site A,Manufacturing,57,0,29.7,43.3,4
05-07-2024 20:00,Site B,Manufacturing,3,0,32.3,68.3,9
05-07-2024 23:00,Site D,Manufacturing,41,0,35.6,34.9,8
05-07-2024 23:00,Site C,Safety,85,0,27.3,44.6,10
06-07-2024 00:00,Site A,Logistics,17,0,36.9,33.3,8
06-07-2024 01:00,Site D,Logistics,34,0,32,49.1,1
06-07-2024 03:00,Site A,Logistics,33,0,33.7,45.2,2
06-07-2024 04:00,Site A,Manufacturing,39,0,37.3,44.9,1
06-07-2024 04:00,Site B,Safety,81,0,33,70.5,3
06-07-2024 06:00,Site A,Manufacturing,49,0,18.5,66.8,6
06-07-2024 10:00,Site D,Logistics,14,0,26.2,78,2
06-07-2024 11:00,Site A,Safety,37,0,28.1,63.3,6
06-07-2024 13:00,Site D,Logistics,39,0,35.5,49.7,8
06-07-2024 14:00,Site A,Manufacturing,78,0,15.2,86.1,9
06-07-2024 17:00,Site C,Manufacturing,86,0,35,51.6,6
06-07-2024 20:00,Site B,Safety,1,0,29.1,47.8,9
06-07-2024 23:00,Site C,Safety,20,0,30.3,38.5,10
06-07-2024 23:00,Site C,Safety,87,1,27.4,53.9,1
06-07-2024 23:00,Site D,Manufacturing,44,1,15.7,86.3,10
07-07-2024 03:00,Site C,Safety,10,1,26.9,87.7,4
07-07-2024 04:00,Site C,Safety,8,0,20.7,36.4,6
07-07-2024 08:00,Site B,Logistics,42,0,35.7,36.7,5
07-07-2024 08:00,Site C,Safety,91,0,26.6,79.9,9
07-07-2024 09:00,Site C,Manufacturing,11,0,16.3,47.9,4
07-07-2024 12:00,Site B,Logistics,95,0,24,69.7,10
07-07-2024 13:00,Site A,Manufacturing,42,0,28.6,63.1,2
07-07-2024 13:00,Site A,Logistics,55,1,20.9,70.6,2
07-07-2024 16:00,Site D,Safety,60,0,36.8,45.1,3
07-07-2024 17:00,Site B,Safety,57,1,24.9,77,8
07-07-2024 19:00,Site B,Logistics,92,0,21.4,82.7,8
08-07-2024 02:00,Site C,Safety,68,0,17.4,42.1,4
08-07-2024 02:00,Site B,Manufacturing,100,0,39.7,75.8,5
08-07-2024 02:00,Site C,Manufacturing,59,0,16,41,5
08-07-2024 04:00,Site A,Manufacturing,37,0,26.9,78.7,3
08-07-2024 04:00,Site B,Manufacturing,28,0,35,68.6,2
08-07-2024 07:00,Site A,Logistics,43,0,32.5,46.7,2
08-07-2024 09:00,Site A,Safety,86,0,15.5,82.9,6
08-07-2024 12:00,Site A,Safety,33,0,23.4,68.8,1
08-07-2024 13:00,Site C,Safety,46,0,37.1,87.6,7
08-07-2024 14:00,Site B,Safety,19,0,24.8,65.8,4
08-07-2024 15:00,Site A,Safety,85,0,16.6,74.3,4
08-07-2024 20:00,Site C,Manufacturing,87,0,26.8,79.1,5
08-07-2024 21:00,Site A,Manufacturing,37,0,17.6,38.1,5
08-07-2024 22:00,Site B,Manufacturing,15,0,18.6,71.3,6
08-07-2024 22:00,Site C,Safety,10,0,39.4,87.3,3
08-07-2024 23:00,Site D,Safety,15,1,22.8,65.1,2
09-07-2024 02:00,Site D,Manufacturing,19,0,25,75.5,9
09-07-2024 03:00,Site A,Safety,51,1,25.3,47.8,7
09-07-2024 04:00,Site C,Safety,18,0,17.6,45.4,4
09-07-2024 04:00,Site B,Manufacturing,50,0,35.1,81,2
09-07-2024 09:00,Site A,Safety,23,0,31.8,55.8,6
09-07-2024 10:00,Site A,Safety,11,0,29.4,33.4,9
09-07-2024 11:00,Site C,Logistics,71,0,17.1,36.3,5
09-07-2024 14:00,Site D,Manufacturing,92,0,39.8,84.2,5
09-07-2024 17:00,Site A,Manufacturing,93,0,37.4,57.6,8
09-07-2024 20:00,Site A,Safety,3,0,28.8,74.6,5
09-07-2024 21:00,Site D,Logistics,51,0,29.1,43.5,6
09-07-2024 21:00,Site C,Manufacturing,20,1,39.6,58.7,6
09-07-2024 21:00,Site D,Logistics,89,0,19.5,64.1,9
10-07-2024 00:00,Site C,Safety,65,0,29.1,78.5,4
10-07-2024 01:00,Site B,Logistics,40,0,16.4,74.7,8
10-07-2024 01:00,Site A,Manufacturing,48,0,32.2,86,7
10-07-2024 02:00,Site C,Safety,96,0,33.9,87.3,10
10-07-2024 03:00,Site B,Safety,79,0,32.6,64.2,4
10-07-2024 08:00,Site B,Logistics,94,0,19.1,33.8,9
10-07-2024 09:00,Site B,Logistics,82,0,37.1,52.9,6
10-07-2024 15:00,Site A,Logistics,17,0,28.1,47.2,9
10-07-2024 16:00,Site B,Safety,83,0,38.5,52.8,8
10-07-2024 17:00,Site D,Manufacturing,29,1,24.9,37,2
10-07-2024 17:00,Site A,Manufacturing,41,0,32.9,30.6,1
10-07-2024 18:00,Site D,Logistics,34,0,37.3,43.5,5
10-07-2024 20:00,Site C,Manufacturing,94,0,35.7,45.2,2
10-07-2024 21:00,Site C,Logistics,13,0,31.4,72.1,2
10-07-2024 23:00,Site D,Logistics,88,0,29.4,76.4,10
11-07-2024 00:00,Site B,Safety,36,0,30.1,65.2,3
11-07-2024 00:00,Site A,Logistics,86,0,39,43.9,2
11-07-2024 00:00,Site D,Safety,37,1,35.5,45.6,6
11-07-2024 01:00,Site B,Safety,46,1,24.6,65.7,2
11-07-2024 03:00,Site B,Manufacturing,25,0,38.4,77.9,8
11-07-2024 05:00,Site C,Logistics,33,0,18.4,70,9
11-07-2024 07:00,Site D,Manufacturing,19,0,35.2,51.7,10
11-07-2024 08:00,Site C,Logistics,65,0,22.3,34.7,1
11-07-2024 10:00,Site C,Manufacturing,0,0,18.5,56.3,9
11-07-2024 10:00,Site C,Logistics,9,0,26.2,52,7
11-07-2024 11:00,Site D,Safety,80,0,28.6,54.8,8
11-07-2024 12:00,Site A,Safety,56,0,39.6,38.9,2
11-07-2024 17:00,Site C,Safety,96,0,22.8,47.6,1
11-07-2024 18:00,Site A,Manufacturing,88,0,15.5,77.3,9
11-07-2024 20:00,Site D,Safety,79,0,28.6,37.7,6
11-07-2024 21:00,Site A,Safety,46,0,24.1,60.9,2
11-07-2024 22:00,Site D,Manufacturing,65,0,18.7,78.8,5
12-07-2024 00:00,Site C,Logistics,25,0,35,41.5,1
12-07-2024 00:00,Site C,Logistics,44,0,18.4,78.1,2
12-07-2024 01:00,Site C,Manufacturing,39,0,39,37.4,3
12-07-2024 04:00,Site D,Manufacturing,34,0,36.5,80,8
12-07-2024 07:00,Site D,Manufacturing,71,0,35.6,89.4,8
12-07-2024 09:00,Site A,Safety,46,1,18.7,80.7,4
12-07-2024 10:00,Site B,Logistics,99,0,17.1,65.4,3
12-07-2024 11:00,Site B,Logistics,64,0,36.2,40.2,5
12-07-2024 12:00,Site B,Safety,19,0,32.2,68.9,6
12-07-2024 12:00,Site B,Manufacturing,36,1,20.4,78.5,9
12-07-2024 13:00,Site A,Safety,98,0,31,81.7,9
12-07-2024 14:00,Site C,Safety,50,0,19.4,45.7,5
12-07-2024 16:00,Site C,Logistics,37,0,15.8,55.9,9
12-07-2024 17:00,Site A,Safety,36,0,29.6,81.7,4
12-07-2024 18:00,Site B,Safety,34,0,25.1,57,7
12-07-2024 19:00,Site B,Logistics,67,0,38,85,6
12-07-2024 21:00,Site D,Manufacturing,1,0,30.1,80,1
